tmdb_id,imdb_id,title,release_date,language,rating_tmdb,rating_imdb,votes_imdb,revenue,director,cast,genres,runtimeMinutes
442680,tt4944494,Shaitani Dracula,2006-01-01,hi,0.0,4.6,21.0,5253714.0,Harinam Singh,"Harinam Singh, Birbal, Ramesh Goyal, Manmauji, Anil Nagrath",Horror,79
272222,tt0857385,Kudiyon Ka hai Zamaana,2006-01-01,hi,0.0,3.8,92.0,5294010.0,Amar Butala,"Mahima Chaudhry, Rekha, Kim Sharma, Ashmit Patel, Vasundhara Das",Comedy,112
486382,tt0857395,Prateeksha,2006-01-01,hi,6.0,5.6,64.0,2074698.0,Basu Chatterjee,"Jimmy Shergill, Dia Mirza, Zarina Wahab, Raj Singh Verma, Anupam Kher",Romance,150
1358349,tt22025846,Krishna Aayo Natkhat Nandlal,2006-01-01,hi,0.0,6.8,12.0,5248606.0,Unknown,Unknown,Animation,99
272210,tt1169822,Hota Hai Dil Pyaar Mein Paagal,2006-01-01,hi,0.0,5.4,20.0,5253147.0,Mahesh Kapoor,Razak Khan,Romance,118
1131318,tt14333040,Brahmandam,2006-01-01,ta,0.0,5.8,16.0,8964887.0,Om Saiprakash,"Namitha, V. Ravichandran, Sridevika",Drama,153
499731,tt4944470,Virana,2006-01-01,hi,0.0,3.2,10.0,5247471.0,Kanti Shah,"Anil Nagrath, Amit Pachori, Sapna Sappu, Vinod Tripathi","Drama,Horror,Romance",72
919040,tt4944504,Chaska: An Addiction,2006-01-01,hi,0.0,3.6,9.0,5246904.0,Hriday Sharma,"Haider, Nitu, Preeti, Jhony Nirmal, Ramesh Goyal",Thriller,129
50889,tt2511496,Cyanide,2006-01-08,kn,5.0,8.7,910.0,4313013.0,A. M. R. Ramesh,"Avinash, Malavika Avinash, Usha Bhandary, Suresh Heblikar, Bank Janardhan","Crime,Drama,Thriller",115
20971,tt0488906,Zinda,2006-01-12,hi,3.9,4.9,3967.0,5410995.0,Sanjay Gupta,"Sanjay Dutt, John Abraham, Lara Dutta, Celina Jaitly, Mahesh Manjrekar","Action,Drama,Mystery",116
136542,tt0437182,Family: Ties of Blood,2006-01-12,hi,5.8,5.7,2115.0,3345499.0,Rajkumar Santoshi,"Amitabh Bachchan, Akshay Kumar, Bhumika Chawla, Aryeman Ramsay, Sushant Singh","Action,Crime,Drama",150
69412,tt0816605,Paramasivan,2006-01-14,ta,4.5,4.2,995.0,500000.0,P. Vasu,"Ajith Kumar, Laila, Vivek, Prakash Raj, Jayaram","Action,Thriller",160
33375,tt0397551,My Bollywood Bride,2006-01-14,hi,5.0,4.7,671.0,2953097.0,Rajeev Virani,"Jason Lewis, Kashmera Shah, Gulshan Grover, Sanjay Suri, Neha Dubey","Comedy,Drama,Romance",95
77035,tt0813550,Lakshmi,2006-01-14,te,5.3,5.9,691.0,11456939.0,V. V. Vinayak,"Venkatesh, Nayanthara, Charmy Kaur, Rajiv Kanakala, Sharwanand",Drama,155
63637,tt0769499,Aathi,2006-01-15,ta,5.0,4.4,3058.0,8021820.0,Ramana,"Vijay, Trisha Krishnan, Sai Kumar, Prakash Raj, Vivek","Action,Drama",167
7913,tt0405508,Rang De Basanti,2006-01-26,hi,7.085,8.1,126334.0,11502151.0,Rakeysh Omprakash Mehra,"Aamir Khan, Siddharth, Kunal Kapoor, Sharman Joshi, Atul Kulkarni","Comedy,Crime,Drama",167
979605,tt1580019,Sarada Saradaga,2006-01-27,te,0.0,5.2,39.0,13916593.0,S.V. Krishna Reddy,"Srikanth, Rajendra Prasad, Siva Balaji, Sindhu Tolani, Brahmanandam",Comedy,116
81060,tt0491775,Happy,2006-01-27,te,6.3,7.1,4160.0,5800000.0,A. Karunakaran,"Allu Arjun, Genelia D'Souza, Manoj Bajpayee, Brahmanandam, Kishore","Comedy,Drama,Romance",152
307030,tt0418880,Mere Jeevan Saathi,2006-02-03,hi,3.0,3.4,1109.0,4269485.0,Suneel Darshan,"Akshay Kumar, Karisma Kapoor, Ameesha Patel, Gulshan Grover, Ashish Vidhyarthi","Drama,Music,Romance",129
63817,tt0455545,Idhaya Thirudan,2006-02-03,ta,2.5,3.4,194.0,7731150.0,Saran,"Ravi Mohan, Kamna Jethmalani, Prakash Raj, Santhanam, Nassar",Romance,129
115070,tt0925058,Asthram,2006-02-05,te,2.7,4.6,1185.0,13125452.0,Suresh Krissna,"Vishnu Manchu, Anushka Shetty, Jackie Shroff, Rahul Dev, Sarath Babu","Action,Crime,Thriller",140
948312,tt0933175,Sun Zara,2006-02-06,hi,5.0,6.1,29.0,2588738.0,Rohit Nayyar,Unknown,"Drama,Romance",125
79667,tt2325589,Chithiram Pesuthadi,2006-02-10,ta,5.667,7.2,338.0,2800000.0,Mysskin,"Narain, Bhavana, Kadhal Thandapani, Ravi Prakash, Pithamagan Mahadevan","Drama,Romance,Thriller",148
224932,tt2325785,Kalabha Kadhalan,2006-02-16,ta,5.5,5.3,140.0,6098793.0,Igore,"Arya, Renuka Menon, Akshaya, Ilavarasu, Nizhalgal Ravi","Romance,Thriller",140
63818,tt1034402,Pattiyal,2006-02-17,ta,7.5,7.2,521.0,3700000.0,Vishnu Varadhan,"Arya, Bharath Srinivasan, Pooja Umashankar, Padmapriya Janakiraman, Santhana Bharathi",Crime,140
310495,tt0454429,Chingaari,2006-02-17,hi,1.7,4.7,246.0,4473775.0,Kalpana Lajmi,"Sushmita Sen, Mithun Chakraborty, Ila Arun, Anuj Sawhney, Aanjjan Srivastav",Drama,155
256062,tt2917376,My Autograph,2006-02-17,kn,6.5,7.9,466.0,3260171.0,Sudeepa,"Sudeepa, Meena, Sridevika, Deepa, Rashmi Kulkarni","Drama,Musical,Romance",185
1500219,tt14338584,Suntaragaali,2006-02-17,kn,0.0,7.8,100.0,6522824.0,Sadhu Kokila,"Darshan Thoogudeepa Srinivas, Rakshita, Ashish Vidhyarthi, Rangayana Raghu, Umashree",Drama,160
69584,tt0458176,Thambi,2006-02-22,ta,6.2,6.1,370.0,5855594.0,Seeman,"R. Madhavan, Pooja Umashankar, Biju Menon, Vadivelu, Manivannan","Action,Drama,Thriller",138
20931,tt0476884,Taxi No. 9211,2006-02-24,hi,6.294,7.3,11357.0,8326935.0,Milan Luthria,"John Abraham, Nana Patekar, Sameera Reddy, Sonali Kulkarni, Kurush Deboo","Comedy,Drama,Thriller",116
395064,tt2511534,Kamli,2006-03-01,te,0.0,7.5,15.0,13902972.0,K.N.T. Sastry,"Nandita Das, Tanikella Bharani, L. B. Sriram, Shafi",Drama,90
491646,tt1102314,Rashtram,2006-03-01,ml,3.2,4.2,84.0,2519081.0,Anil C. Menon,"Suresh Gopi, Madhu, Nedumudi Venu, Thilakan, Laya","Action,Crime",129
280188,tt1102252,Kilukkam Kilukilukkam,2006-03-02,ml,2.2,2.8,513.0,3296459.0,Sandhya Mohan,"Kavya Madhavan, Kunchacko Boban, Jayasurya, Jagathy Sreekumar, Nayanthara Chakravarthy",Comedy,156
474252,tt0779768,Teesri Aankh: The Hidden Camera,2006-03-03,hi,4.2,2.8,374.0,3211661.0,Harry Baweja,"Sunny Deol, Ameesha Patel, Neha Dhupia, Mukesh Rishi, Aarti Chabria","Action,Comedy,Crime",111
20494,tt0476805,Malamaal Weekly,2006-03-10,hi,6.3,7.1,9086.0,5123310.0,Priyadarshan,"Paresh Rawal, Om Puri, Riteish Deshmukh, Reema Sen, Rajpal Yadav","Comedy,Drama,Romance",137
1509158,tt14338526,Ashoka,2006-03-17,kn,0.0,6.6,11.0,6472313.0,Shivamani,"Shiva Rajkumar, Sunitha Varma, Tejashree, Srinivasa Murthy, Ashok",Drama,129
1508930,tt14338500,Hatavadi,2006-03-24,kn,0.0,7.2,33.0,6484799.0,V. Ravichandran,"V. Ravichandran, Radhika Kumaraswamy, Sharan, K. S. L. Swamy, Ramesh Bhat",Drama,155
499732,tt1029314,Ho Sakta Hai!,2006-03-30,hi,0.0,6.3,60.0,12528.0,Wilson Louis,"Victor Banerjee, Krishna Bhatt, Mahesh Bhatt, Jaya Bhattacharya, Pinky Campbell","Crime,Horror,Thriller",101
272669,tt0841134,Naughty Boy,2006-03-31,hi,4.0,3.9,77.0,3149883.0,T. L. V. Prasad,"Rocky Sandhu, Sherlyn Chopra, Rahul Roy, Hitesh Kriplani",Comedy,129
265662,tt0944961,Naayi Neralu,2006-04-01,kn,5.0,8.3,94.0,3849902.0,Girish Kasaravalli,"Pavitra Lokesh, Rameshwari Varma, Sringeri Ramanna, Ananya Kasaravalli, Ashwin Bolar",Drama,130
161208,tt0470521,Saawan... The Love Season,2006-04-07,hi,6.2,2.7,1544.0,2807874.0,Saawan Kumar Tak,"Kapil Jhaveri, Saloni Aswani, Salman Khan, Prem Chopra, Ranjeet Bedi","Drama,Fantasy,Romance",123
280186,tt0770203,Rasathanthram,2006-04-07,ml,6.556,6.7,1011.0,3500000.0,Sathyan Anthikad,"Mohanlal, Gopi, Meera Jasmine, KPAC Lalitha, Innocent","Comedy,Drama,Family",129
115045,tt1603778,10th Class,2006-04-07,te,6.0,6.0,31.0,10708632.0,Chandu,"Bharat, Sunaina, Ali Basha, Saranya Nag, Krishna Bhagavan",Romance,150
275493,tt0841096,Eight: The Power of Shani,2006-04-14,hi,1.0,4.7,57.0,4740242.0,Karan Razdan,"Raj Tara, Meghna Naidu, Gulshan Grover, Padmini Kolhapure, Vastvikta",Horror,129
278139,tt0808500,Thuruppugulan,2006-04-14,ml,5.136,5.4,794.0,1888396.0,Johny Antony,"Mammootty, Sneha, Innocent, Devan, Jagathy Sreekumar","Action,Comedy",140
318773,tt0808904,Pachakuthira,2006-04-14,ml,4.4,4.7,473.0,2099170.0,Kamal,"Dileep, Gopika, Salim Kumar, Kalasala Babu, Mamukkoya","Comedy,Drama,Romance",144
1169049,tt3171652,Chellata,2006-04-21,kn,0.0,7.0,89.0,6516581.0,M.D. Shridhar,"Ganesh, Rekha Vedavyas, Avinash, Rangayana Raghu, Tennis Krishna","Comedy,Drama",159
20145,tt0477252,36 China Town,2006-04-21,hi,5.7,5.8,5840.0,5512968.0,Abbas Alibhai Burmawalla,"Akshaye Khanna, Shahid Kapoor, Kareena Kapoor Khan, Paresh Rawal, Johny Lever","Comedy,Drama,Musical",140
317781,tt0461323,Pyare Mohan,2006-04-21,hi,4.5,3.5,1078.0,3451037.0,Indra Kumar,"Fardeen Khan, Vivek Oberoi, Esha Deol, Amrita Rao, Boman Irani","Action,Comedy,Drama",130
23381,tt0816258,Pokiri,2006-04-27,te,7.4,8.0,16907.0,8422547.0,Puri Jagannadh,"Mahesh Babu, Ileana D'Cruz, Prakash Raj, Nassar, Brahmanandam","Action,Crime,Thriller",164
31983,tt0476649,Darna Zaroori Hai,2006-04-28,hi,5.148,5.5,2897.0,4137419.0,J. D. Chakravarthi,"Manoj Pahwa, Sarita Joshi, Amitabh Bachchan, Riteish Deshmukh, Arjun Rampal","Comedy,Drama,Horror",108
327560,tt1102308,Pulijanmam,2006-05-01,ml,0.0,7.4,48.0,4207141.0,Priyanandanan,"Murali, Sindhu Menon, Vineeth Kumar, Samvrutha Sunil","Drama,Fantasy",87
691305,tt6355420,Ajay,2006-05-04,kn,6.0,7.2,187.0,3368780.0,Meher Ramesh,"Puneeth Rajkumar, Anuradha Mehta, Prakash Raj, Sumithra, Srinath","Action,Drama,Romance",158
924444,tt13684416,Suyetchai MLA,2006-05-05,ta,0.0,6.0,16.0,8964887.0,Guru Dhanapal,"Sathyaraj, Goundamani, Prakash Raj, Nassar, Rajan P Dev",Drama,145
117089,tt1054585,Evandoi Sreevaru,2006-05-12,te,4.0,6.3,34.0,11778142.0,E. Sathi Babu,"Srikanth, Sneha, Nikita Thukral, Sarath Babu, Rama Prabha",Romance,159
69555,tt1365448,Dishyum,2006-05-12,ta,5.286,5.6,237.0,6268099.0,Sasi,"Jiiva, Nassar, Sandhya, Ajay Kumar, Kaajal Pasupathi","Action,Drama,Romance",133
181638,tt0495022,Ankahee,2006-05-19,hi,4.857,4.6,455.0,2906857.0,Vikram Bhatt,"Aftab Shivdasani, Esha Deol, Amin Hajee, Ashwini Kalsekar, Hrishitaa Bhatt","Drama,Romance,Thriller",151
282638,tt14338182,Thavarina Siri,2006-05-19,kn,0.0,6.2,22.0,6478556.0,Om Saiprakash,"Shiva Rajkumar, Daisy Bopanna, Ashita, Mukhyamantri Chandru, Aadarsha Subramani",Drama,159
69520,tt0459516,Pudhupettai,2006-05-26,ta,7.5,8.4,9592.0,5000000.0,Selvaraghavan,"Dhanush, Sneha, N. Azhagamperumal, Sonia Agarwal, Nithish Veera","Action,Crime,Drama",168
8453,tt0439662,Fanaa,2006-05-26,hi,6.758,7.1,36923.0,22175908.0,Kunal Kohli,"Aamir Khan, Kajol, Rishi Kapoor, Kirron Kher, Sanaya Irani","Action,Drama,Romance",168
310633,tt1290507,Hanumanthu,2006-06-01,te,5.0,7.1,18.0,11235158.0,Chandra Mahesh,"Srihari, Pradeep Ram Singh Rawat, L. B. Sriram, K R Vijaya, Madhu Sharma",Action,167
1652730,tt0852944,Chor Mandli - The Gang,2006-06-01,hi,0.0,5.7,17.0,5251444.0,Unknown,Unknown,Unknown,129
274707,tt1099982,Men Not Allowed,2006-06-02,hi,1.7,4.0,64.0,4370483.0,Shreya Srivastava,"Payal Rohatgi, Tina Rajumdar","Drama,Romance",115
109002,tt3732160,Shahji Ki Advice,2006-06-06,hi,0.0,8.2,36.0,5262227.0,Jaspal Bhatti,"Jaspal Bhatti, Vivek Shauq, Anita Sarin, Asha Sharma, Rajinder Nath",Comedy,73
309168,tt0833493,Love Ke Chakkar Mein,2006-06-06,hi,1.0,4.5,51.0,4736837.0,Unknown,Unknown,Comedy,126
69554,tt0485922,Keerthi Chakra,2006-06-06,ml,6.184,7.2,1202.0,1560421.0,Major Ravi,"Mohanlal, Jiiva, Nawab Shah, Lakshmi Gopalaswamy, Gopika","Action,Drama,War",130
19637,tt0464160,Chup Chup Ke,2006-06-09,hi,6.219,7.1,15538.0,3912699.0,Priyadarshan,"Shahid Kapoor, Paresh Rawal, Rajpal Yadav, Kareena Kapoor Khan, Neha Dhupia","Comedy,Drama,Romance",164
20359,tt0419058,Phir Hera Pheri,2006-06-09,hi,6.849,7.4,31819.0,15360000.0,Neeraj Vora,"Akshay Kumar, Suniel Shetty, Paresh Rawal, Bipasha Basu, Rimi Sen","Comedy,Crime",153
438369,tt5476500,Ishhya,2006-06-14,hi,7.0,5.9,25.0,1518661.0,Prashant Girkar,"Kishore Nandlaskar, Ankush Chaudhari, Bharat Jadhav, Uday Tikekar, Trupti Bhoir",Comedy,115
53590,tt0813996,Alag,2006-06-16,hi,4.636,3.7,1512.0,3624737.0,Ashu Trikha,"Akshay Kapoor, Dia Mirza, Yatin Karyekar, Jayant Kripalani, Mukesh Tiwari","Action,Drama,Fantasy",123
40909,tt0858492,Vikramarkudu,2006-06-23,te,6.529,7.7,5342.0,13440391.0,S. S. Rajamouli,"Ravi Teja, Baby Neha, Anushka Shetty, Ajay, Vineet Kumar",Action,161
32740,tt0432637,Krrish,2006-06-23,hi,6.5,6.5,28085.0,16000000.0,Rakesh Roshan,"Hrithik Roshan, Priyanka Chopra Jonas, Rekha, Naseeruddin Shah, Sharat Saxena","Action,Sci-Fi",154
79665,tt0888503,Imsai Arasan 23am Pulikesi,2006-07-08,ta,7.6,7.8,1665.0,5843091.0,Chimbu Deven,"Vadivelu, Tejashree, Nagesh, Manorama, Nassar","Comedy,Musical",142
79350,tt13684186,Yuga,2006-07-14,ta,0.0,5.8,9.0,8960914.0,Yaar Kannan,"Richard Rishi, Swarnamalya, Nassar, Kadhal Sukumar, Manikandan","Crime,Drama,Horror",120
19670,tt0495034,Golmaal – Fun Unlimited,2006-07-14,hi,6.7,7.5,21381.0,4900000.0,Rohit Shetty,"Ajay Devgn, Arshad Warsi, Sharman Joshi, Tusshar Kapoor, Paresh Rawal","Action,Comedy,Drama",150
330149,tt0470614,Yun Hota To Kya Hota,2006-07-21,hi,6.2,6.4,801.0,2386193.0,Naseeruddin Shah,"Konkona Sen Sharma, Irrfan Khan, Ayesha Takia, Jimmy Shergill, Paresh Rawal",Drama,115
279526,tt1102185,Chacko Randaman,2006-07-27,ml,0.0,5.8,44.0,4204871.0,Sunil Karayattukara,"Kalabhavan Mani, Jyothirmayi, Jagathy Sreekumar, Vijayaraghavan, Srividya","Action,Drama",141
334525,tt1301721,We R Friends,2006-07-28,hi,3.0,5.1,24.0,3653707.0,Jaydev Chakravorty,"Jackie Shroff, Shakti Kapoor, Aditya Seal, Nazneen Contractor, Razak Khan",Drama,110
117135,tt0471646,Darwaaza Bandh Rakho,2006-08-04,hi,5.5,5.5,423.0,2545396.0,J. D. Chakravarthi,"Aftab Shivdasani, Manisha Koirala, Chunky Panday, Ishrat Ali, Snehal Dabi","Comedy,Crime,Drama",106
161205,tt0430589,Shaadi Karke Phas Gaya Yaar,2006-08-04,hi,3.5,4.1,1618.0,4291410.0,K. S. Adiyaman,"Salman Khan, Shilpa Shetty Kundra, Reema Lagoo, Mohnish Behl, Shakti Kapoor","Comedy,Drama,Romance",152
76968,tt1480296,Thimiru,2006-08-04,ta,5.5,6.0,606.0,6363266.0,Tarun Gopi,"Vishal Krishna, Reema Sen, Sriya Reddy, Vadivelu, Manoj K Jayan",Action,155
31626,tt0843326,Bommarillu,2006-08-09,te,6.2,8.2,10858.0,16746584.0,Bhaskar,"Siddharth, Genelia D'Souza, Prakash Raj, Jayasudha, Kota Srinivasa Rao","Comedy,Drama,Romance",170
14395,tt0449999,Kabhi Alvida Naa Kehna,2006-08-11,hi,6.379,6.1,24757.0,17000000.0,Karan Johar,"Shah Rukh Khan, Rani Mukerji, Abhishek Bachchan, Preity Zinta, Amitabh Bachchan","Drama,Romance",193
463320,tt3638428,Katputtli,2006-08-18,hi,4.3,6.0,39.0,2968145.0,Sanjay Khanna,"Milind Soman, Mink Brar, Yukta Mookhey, Sameer Dharmadhikari, Seema Biswas","Mystery,Thriller",119
152810,tt0867359,Moonnamathoral,2006-08-25,ml,4.0,5.1,122.0,2113525.0,V. K. Prakash,"Jayaram, Jyothirmayi, Samvrutha Sunil, Sherin Shringar, Vineeth Radhakrishnan","Drama,Horror,Thriller",132
277826,tt0852937,Bhargavacharitham Moonam Khandam,2006-08-25,ml,4.4,3.2,306.0,2004391.0,Jomon,"Mammootty, Sreenivasan, Rahman, Saikumar, Padmapriya Janakiraman","Action,Comedy",139
234838,tt0867145,Classmates,2006-08-25,ml,7.4,8.1,4620.0,2108000.0,Lal Jose,"Prithviraj Sukumaran, Kavya Madhavan, Indrajith Sukumaran, Jayasurya, Narain","Drama,Mystery,Romance",175
63670,tt0455829,Vettaiyaadu Vilaiyaadu,2006-08-25,ta,7.1,7.9,8828.0,10175316.0,Gautham Vasudev Menon,"Kamal Haasan, Jyothika, Kamalinee Mukherjee, Lev Gorn, Prakash Raj","Action,Crime,Drama",174
67181,tt6443042,Krishna - The Birth,2006-08-27,hi,10.0,8.4,157.0,-8133.0,Rajiv Chilaka,"Alka Amarkanth Dubey, Abhay Kumar, Joydeep Mukherji, Ramesh Rai, Dilip Sinha",Animation,75
226092,tt0827714,Jaane Hoga Kya,2006-08-31,hi,0.0,3.2,237.0,5376302.0,Ankush Glen,"Bipasha Basu, Preeti Jhangiani, Rahul Dev, Paresh Rawal, Tinnu Anand","Action,Crime,Drama",155
360168,tt2449318,Hyderabad Nawabs,2006-09-01,hi,6.4,6.6,160.0,1915620.0,Lakshmikanth Chenna,"Aziz Naser, Mast Ali, R.K. (Mama), Dheer Charan Srivastav, Stuti Misra",Comedy,118
21461,tt0456144,Lage Raho Munna Bhai,2006-09-01,hi,7.297,8.0,53222.0,31517561.0,Rajkumar Hirani,"Sanjay Dutt, Arshad Warsi, Vidya Balan, Boman Irani, Dilip Prabhavalkar","Comedy,Drama,Romance",144
1474766,tt3388088,Photo,2006-09-01,te,0.0,5.3,28.0,13910350.0,Siva Nageshwara Rao,"Nandu Vijay Krishna, Anjali, Jayasudha",Thriller,128
240264,tt0490172,Mahasamudram,2006-09-01,ml,3.8,3.0,228.0,2280465.0,S. Janardanan,"Mohanlal, Laila, Innocent, Jagathy Sreekumar, Saikumar","Action,Drama",129
359505,tt1102300,Pathaka,2006-09-06,ml,0.0,3.6,72.0,4220762.0,K. Madhu,"Suresh Gopi, Lalu Alex, Saikumar, Devan, Navya Nair","Action,Crime,Drama",112
69635,tt0464071,Sillunu Oru Kaadhal,2006-09-08,ta,6.8,7.1,4515.0,7887697.0,Obeli N Krishna,"Suriya, Jyothika, Bhumika Chawla, Santhanam, Vadivelu","Drama,Romance",175
157801,tt0814082,Dil Diya Hai,2006-09-08,hi,4.6,3.9,601.0,3126931.0,Aditya Datt,"Emraan Hashmi, Geeta Basra, Ashmit Patel, Mithun Chakraborty, Kitu Gidwani","Action,Drama,Romance",121
357854,tt3227016,Aishwarya,2006-09-15,kn,5.0,5.4,355.0,3998029.0,Indrajit Lankesh,"Upendra, Deepika Padukone, Daisy Bopanna, Sadhu Kokila, Chitra Shenoy","Drama,Romance",147
1497684,tt14338048,Jothe Jotheyali,2006-09-21,kn,0.0,7.5,109.0,6527932.0,Dinakar Thoogudeepa,"Divya Spandana, Prem Kumar, Darshan Thoogudeepa Srinivas, Tharun Sudhir, Sharan",Drama,129
323011,tt9042310,Manathodu Mazhaikalam,2006-09-22,ta,0.0,7.1,26.0,8970562.0,Arputhan,"Shaam, Nithya Das, Sameksha Oswal, Jayasurya, T. P. Gajendran",Drama,146
44827,tt0824316,Dor,2006-09-22,hi,7.4,7.9,6464.0,4959476.0,Nagesh Kukunoor,"Ayesha Takia, Shreyas Talpade, Gul Panag, Girish Karnad, Prateeksha Lonkar",Drama,147
15412,tt0466460,Khosla Ka Ghosla!,2006-09-22,hi,7.254,8.2,27077.0,16736083.0,Dibakar Banerjee,"Anupam Kher, Boman Irani, Parvin Dabas, Ranvir Shorey, Tara Sharma","Comedy,Crime,Drama",135
224609,tt1966496,Kedi,2006-09-24,ta,3.2,3.7,159.0,7337554.0,Jyothi Krishna,"Ravi Krishna, Tamannaah Bhatia, Ileana D'Cruz, Atul Kulkarni, Suman Shetty","Crime,Romance,Thriller",172
46432,tt0833561,Woh Lamhe,2006-09-26,hi,5.4,6.5,1743.0,3347936.0,Mohit Suri,"Kangana Ranaut, Shiney Ahuja, Shaad Randhawa, Masumeh Makhija, Purab Kohli","Biography,Drama,Romance",156
1511997,tt14338038,Sirivantha,2006-09-28,kn,0.0,8.6,50.0,6494447.0,S. Narayan,"Vishnuvardhan, Shruti, K. S. Ashwath, Srinath, Doddanna",Drama,160
991679,tt14338028,Ravi Shastry,2006-09-28,kn,0.0,5.4,19.0,6476854.0,M S Rajashekar,"V. Ravichandran, Sneha, Anant Nag, Doddanna, Vinaya Prasad",Drama,129
302473,tt0876126,Jai Santoshi Maa,2006-09-29,hi,5.0,7.0,70.0,2612007.0,Ahmed Siddiqui,"Nushrratt Bharuccha, Raqesh Bapat, Lalit Tiwari, Sanjay Swaraj, Shashi Sharma","Drama,Family",129
316840,tt0897413,Bhoot Unkle,2006-10-06,hi,7.0,4.8,438.0,1753054.0,Mukesh Saigal,"Jackie Shroff, Akhilendra Mishra","Action,Drama,Family",105
83898,tt0823261,Zindaggi Rocks,2006-10-06,hi,4.5,5.0,272.0,10335.0,Tanuja Chandra,"Sushmita Sen, Shiney Ahuja, Kim Sharma, Seema Biswas, Moushumi Chatterjee","Drama,Romance",129
272212,tt0880464,Iqraar: By Chance,2006-10-06,hi,0.0,5.0,55.0,5273011.0,K. Ravi Shankar,"Shilpa Anand, Deepa Bakshi, Narendra Bedi, Vivan Bhatena, Kurush Deboo","Comedy,Romance",130
1502664,tt14338006,Thangigagi,2006-10-20,kn,0.0,6.6,36.0,6486502.0,P.N. Sathya,"Darshan Thoogudeepa Srinivas, Poonam Bajwa, Swetha Changappa, Rangayana Raghu, Bullet Prakash",Drama,145
17501,tt0461936,Don,2006-10-20,hi,6.897,7.2,44448.0,15000000.0,Farhan Akhtar,"Shah Rukh Khan, Priyanka Chopra Jonas, Arjun Rampal, Boman Irani, Om Puri","Action,Crime,Thriller",171
59267,tt0456481,Jaan-E-Mann,2006-10-20,hi,5.449,6.1,9782.0,5100000.0,Shirish Kunder,"Salman Khan, Akshay Kumar, Preity Zinta, Anupam Kher, Nawab Shah","Comedy,Drama,Musical",165
69407,tt0442781,Varalaru,2006-10-20,ta,6.3,7.3,4098.0,500000.0,K. S. Ravikumar,"Ajith Kumar, Asin Thottumkal, Kaniha, Rajesh, Vijayan","Action,Drama",166
1441988,tt0929754,Ganga,2006-10-20,hi,0.0,4.8,92.0,5294010.0,Abhishek Chhadha,"Nagma, Amitabh Bachchan, Hema Malini, Ravi Kishan, Manoj Tiwari","Action,Drama,Music",102
69624,tt0460976,Vallavan,2006-10-21,ta,5.2,5.0,2472.0,7582462.0,Silambarasan,"Silambarasan, Nayanthara, Sandhya, Premji Amaran, Santhanam","Romance,Thriller",118
53880,tt0910869,E,2006-10-21,ta,5.75,6.2,460.0,6146929.0,S. P. Jananathan,"Jiiva, Nayanthara, Pasupathy, Ashish Vidhyarthi, Karunas","Action,Drama,Thriller",150
280187,tt0867401,Photographer,2006-10-28,ml,5.0,4.7,229.0,1640348.0,Ranjan Pramod,"Mohanlal, Neethasree, Biju Menon, Manoj K Jayan, Murali","Action,Comedy,Drama",147
46618,tt0485522,Umrao Jaan,2006-11-02,hi,8.1,5.4,2164.0,2145331.0,J. P. Dutta,"Aishwarya Rai Bachchan, Shabana Azmi, Suniel Shetty, Abhishek Bachchan, Bikram Saluja","Drama,Romance",188
33142,tt0494290,Vivah,2006-11-10,hi,6.6,6.7,12034.0,4000000.0,Sooraj Barjatya,"Shahid Kapoor, Amrita Rao, Anupam Kher, Seema Biswas, Alok Nath","Drama,Family,Musical",160
46371,tt0493437,Apna Sapna Money Money,2006-11-10,hi,5.184,5.5,2524.0,3906506.0,Sangeeth Sivan,"Riteish Deshmukh, Shreyas Talpade, Suniel Shetty, Jackie Shroff, Celina Jaitly","Comedy,Musical,Romance",134
531025,tt1579953,Gopi Goda Meeda Pilli,2006-11-16,te,5.0,4.9,58.0,11257859.0,Janardhan Maharshi,"Allari Naresh, Jagapati Babu, Gowri Munjal, Aarti Chabria, Brahmanandam",Comedy,129
151486,tt0867337,Karutha Pakshikal,2006-11-19,ml,6.857,7.0,305.0,692023.0,Kamal,"Mammootty, Meena, Padmapriya Janakiraman, Jagathy Sreekumar, Salim Kumar",Drama,120
281961,tt0907859,Maya Bazaar,2006-11-23,te,5.0,6.8,71.0,11265237.0,Mohana Krishna Indraganti,"Bhumika Chawla, Raja, S. P. Balasubramaniam, Jayalalita, Vajja Venkata Giridhar","Comedy,Family",150
310298,tt0476861,Sarhad Paar,2006-11-23,hi,0.0,3.9,148.0,5325792.0,Raman Kumar,"Mahima Chaudhry, Tabu, Sanjay Dutt, Chandrachur Singh, Rahul Dev","Action,Drama",117
276108,tt0972921,Yes Your Honour,2006-11-24,ml,5.1,5.9,196.0,1568229.0,V M Vinu,"Sreenivasan, Padmapriya Janakiraman, Innocent, Saikumar, Ramu","Comedy,Drama",129
14194,tt0441048,Dhoom 2,2006-11-24,hi,6.62,6.6,32781.0,46396427.0,Sanjay Gadhvi,"Hrithik Roshan, Abhishek Bachchan, Aishwarya Rai Bachchan, Uday Chopra, Bipasha Basu","Action,Crime,Thriller",152
323148,tt14337938,Tananam Tananam,2006-11-24,kn,0.0,5.0,8.0,6470611.0,Kavitha Lankesh,"Shaam, Divya Spandana, Rakshita, Girish Karnad, Bharathi Rao",Drama,139
